"Date","Portfolio"
"2001-01-02",-1.86866683946394
"2001-01-03",0.067110771198107
"2001-01-04",-1.67857394476175
"2001-01-05",-1.07841564226955
"2001-01-08",0.0959027994970107
"2001-01-09",-0.89156420089966
"2001-01-10",0.0516330059944041
"2001-01-11",0.153410560076527
"2001-01-12",-1.18748636137323
"2001-01-16",0.980425183142891
"2001-01-17",-0.441444614792837
"2001-01-18",0.455233888645672
"2001-01-19",-1.09979394079689
"2001-01-22",-0.296460969010628
"2001-01-23",0.917227134757892
"2001-01-24",0.418094742537958
"2001-01-25",1.84055378460902
"2001-01-26",-0.951393802951858
"2001-01-29",-1.20563715886338
"2001-01-30",2.00927394446502
"2001-01-31",0.679371488519856
"2001-02-01",0.193364776448214
"2001-02-02",-0.50409712784376
"2001-02-05",1.23978831079272
"2001-02-06",0.0676018083010009
"2001-02-07",0.106212535844333
"2001-02-08",0.132533200095779
"2001-02-09",-0.338212920700255
"2001-02-12",1.21729272438481
"2001-02-13",-0.217463590453669
"2001-02-14",-0.573978084058942
"2001-02-15",0.382146546283557
"2001-02-16",-0.0724497150255162
"2001-02-20",-0.220803195006394
"2001-02-21",-1.35260616744441
"2001-02-22",-0.366032549053139
"2001-02-23",-1.59161713360662
"2001-02-26",1.11142612332196
"2001-02-27",0.126727107426565
"2001-02-28",-1.20773559428627
"2001-03-01",-0.0450637920179805
"2001-03-02",0.154420273747041
"2001-03-05",1.16724728189361
"2001-03-06",-0.238462485610471
"2001-03-07",1.11034871422128
"2001-03-08",1.19454917750577
"2001-03-09",-1.41813343312761
"2001-03-12",-3.8802316545917
"2001-03-13",0.605129644709587
"2001-03-14",-2.71673058741455
"2001-03-15",-0.136915229030487
"2001-03-16",-2.285106662217
"2001-03-19",1.49571656159513
"2001-03-20",-1.72943475360706
"2001-03-21",-2.51159591964524
"2001-03-22",-1.45401169245136
"2001-03-23",0.543671732253746
"2001-03-26",2.07637597588653
"2001-03-27",2.994831151055
"2001-03-28",-1.00746383670161
"2001-03-29",-0.45401612416287
"2001-03-30",1.04970997876349
"2001-04-02",-0.781156527961724
"2001-04-03",-2.7968113400388
"2001-04-04",1.18277383225368
"2001-04-05",3.46579074185949
"2001-04-06",-0.722555206732069
"2001-04-09",0.445323271621566
"2001-04-10",1.39822973018955
"2001-04-11",-1.24052780159872
"2001-04-12",1.6616770546436
"2001-04-16",0.571044432343532
"2001-04-17",0.388536678574181
"2001-04-18",2.36603614011131
"2001-04-19",0.682556846389299
"2001-04-20",-0.655847961713853
"2001-04-23",0.0460500342482312
"2001-04-24",-0.568452501474741
"2001-04-25",1.65135841794144
"2001-04-26",0.345127121210014
"2001-04-27",1.20570599532243
"2001-04-30",-0.667352352436661
"2001-05-01",1.72343873637692
"2001-05-02",-1.11601883549603
"2001-05-03",-0.487706684761976
"2001-05-04",1.24818847232201
"2001-05-07",0.44528302042703
"2001-05-08",-0.155606508414397
"2001-05-09",0.472515407136559
"2001-05-10",0.252360059530003
"2001-05-11",-0.828169459123727
"2001-05-14",0.763816201702968
"2001-05-15",0.28891485658978
"2001-05-16",2.77123678214898
"2001-05-17",0.140042963957991
"2001-05-18",0.856059331002688
"2001-05-21",-0.264632088232875
"2001-05-22",-1.21294329469662
"2001-05-23",-1.05413022325949
"2001-05-24",-0.101782616123417
"2001-05-25",-1.20588686448047
"2001-05-29",0.54617103357908
"2001-05-30",-1.09445004843265
"2001-05-31",0.125496627250303
"2001-06-01",0.729857310443346
"2001-06-04",0.979209966599453
"2001-06-05",0.7212618336239
"2001-06-06",-1.35031716047246
"2001-06-07",0.0673151868729064
"2001-06-08",-0.893729806730019
"2001-06-11",-0.485399628147542
"2001-06-12",0.818225583301082
"2001-06-13",-0.311331824087237
"2001-06-14",-0.904969005518675
"2001-06-15",-0.839203933834387
"2001-06-18",0.391865826132188
"2001-06-19",-0.921030300645518
"2001-06-20",0.226509941502134
"2001-06-21",-0.592424844324819
"2001-06-22",-1.09862879694473
"2001-06-25",-0.673607021761524
"2001-06-26",-0.102682141053333
"2001-06-27",-0.767359494564067
"2001-06-28",-0.146851807323444
"2001-06-29",-0.632025248498028
"2001-07-02",0.849249464750053
"2001-07-03",0.117582938296012
"2001-07-05",-0.749815023214297
"2001-07-06",-1.62925333479891
"2001-07-09",0.0684664949500371
"2001-07-10",-1.00732769739795
"2001-07-11",-0.352056299837952
"2001-07-12",2.0791492012434
"2001-07-13",0.735506271294321
"2001-07-16",-0.323513793625385
"2001-07-17",1.24987781122014
"2001-07-18",-0.425180165060426
"2001-07-19",0.493411538902581
"2001-07-20",0.226327512350641
"2001-07-23",-1.34345035798978
"2001-07-24",-1.77813557760902
"2001-07-25",1.44583364973507
"2001-07-26",0.531133910011301
"2001-07-27",0.174649537866872
"2001-07-30",-0.0915919579199221
"2001-07-31",0.676122616600032
"2001-08-01",-0.372494594031836
"2001-08-02",0.0425148605594424
"2001-08-03",0.00313072863734957
"2001-08-06",-1.03873694324684
"2001-08-07",0.696658149732202
"2001-08-08",-1.14998058608852
"2001-08-09",0.291071665928822
"2001-08-10",1.3268382754791
"2001-08-13",0.0273769764836716
"2001-08-14",-0.0758032819249285
"2001-08-15",-0.00211871594529613
"2001-08-16",0.750197705736759
"2001-08-17",-1.23452098132846
"2001-08-20",0.601120830918947
"2001-08-21",-1.33288323347746
"2001-08-22",1.07853702644836
"2001-08-23",-0.243106551768155
"2001-08-24",1.26749157416369
"2001-08-27",-0.509139514163636
"2001-08-28",-1.68393829354203
"2001-08-29",-1.15987327148675
