"Date","KO","XOM","GE","IBM","CVX","UTC","PG","CAT","BA","MRK"
2001-01-02,-0.20537308201819,2.48501778262978,-9.14063666682686,-0.220871741276013,1.76083930472694,-4.38734746259432,0.0795655200076741,-2.13623291275644,-6.2520153503723,-0.669801965064671
2001-01-03,-2.60287572674741,-4.44516206517292,8.87958313943366,10.9479060675285,-3.93079703810516,-0.166242316141412,-5.06223447332568,0.404016778245191,0.903162196657299,-4.2558993075492
2001-01-04,-2.88950444627011,-2.82547195631108,0.521494474702304,-1.53083020723646,-2.1407251014887,-2.10181553234944,-3.14789819217079,4.59700783530009,-2.52921128906514,-4.73886524172808
2001-01-05,0.216923989354782,0.451470131302928,-1.57279674737458,0.868161344606422,0.769850541611458,-3.3696639204162,3.56578441186348,-5.95015014703547,-3.75824967517672,-2.00528360817258
2001-01-08,1.61206129897147,-0.451470131302926,-3.76892318983564,-0.466533414219605,-0.230379650815676,1.7422182383726,2.14526271096216,-0.27292741566269,0.424588000638288,0.22482257618898
2001-01-09,1.27120930996391,-1.06139276989619,-2.07907405169389,-1.07450938266058,-1.31527744050333,-2.44770136935752,-2.56314893065485,-0.13663557574317,-0.105992395165912,0.597003884506427
2001-01-10,-0.421943455101576,-1.22701793746966,0.139958674456361,0.940877369699811,-0.155892875507357,2.2748495774559,-1.09476167205596,-1.37748945451921,2.40975985712827,-0.971974151428762
2001-01-11,-3.00449952884802,0.921703646635451,4.11013170802367,0.267135122099516,1.62483765022272,2.22420135565956,-1.4499253003542,0.828739069396956,-2.09215535089659,-1.89615718810983
2001-01-12,-1.31578818751417,1.29129387897699,-1.89703359843435,0.133327014674345,-0.615875985726938,-4.41053850045886,-3.40792994595907,-3.92753597517635,2.50536955574936,-0.229981209328489
2001-01-16,0.660016217834633,-1.21492524611385,3.6269696227585,-1.13903054076089,0.0771694978557518,0.353026743812284,2.28483337083478,2.26314020267525,0.616680007723286,2.27628608817165
2001-01-17,1.63139843525378,-1.9283206731756,-1.46182200532452,4.15766066416227,-0.93023828684418,1.66015931425465,-1.9750458396491,0.696841140452328,-3.75824967517672,-2.50677389442218
2001-01-18,-1.41226516370136,-1.41179965817409,1.98811988963971,11.3536473947022,-1.01761038220254,1.29145617570581,0.886569850610966,-6.73787612614014,-2.36827751347675,1.98024750038717
2001-01-19,-2.32449233151313,0.394145333394346,-1.32098643418432,2.67597079522853,-0.157533675642078,-2.77556128149051,-1.24340221587013,-2.73155016288112,-2.985320808949,-0.529293077714227
2001-01-22,-0.224173452144532,1.01765432477974,-2.69559854676686,-2.44544235938189,0.393254827980718,1.13679568432777,-1.16852649295679,0.613529867245067,0.559633566171256,-0.151762915715941
2001-01-23,2.11000214347388,1.92832067317559,2.02846509131147,0.459473570145267,-0.0785138670511792,1.21007527972741,0.451044704676367,1.81824709244843,2.6433048159546,-3.39801389559231
2001-01-24,2.06643753063424,-0.229436931129156,-0.80639217535776,1.25289842776535,0.392032645210039,0.343090861519467,0.71748178828044,1.34227783726429,-0.108758916494427,-0.788631675670799
2001-01-25,0.964098481662366,1.06627700151802,-0.81307958710811,0.282578174288915,4.06338267716318,3.45004038064809,0,2.63171662141492,3.10685139243131,3.65372575294481
2001-01-26,-1.17960720841145,-1.83491234988745,-2.89873263901377,3.05663443463051,-0.678480574261902,-3.2789767228009,-0.987874712487528,-0.144403587155265,-2.0245803037908,0.456994043551132
2001-01-29,-1.42101767159372,-0.992628575917581,-0.550523317468445,0.691630878949384,-1.37087455987724,0.647520396477408,-3.52718052967362,-0.347447733883802,-2.79876429183148,-2.38696488750248
