"KO","XOM","GE","IBM","CVX","UTC","PG","CAT","BA","MRK"
-0.0020508407223977,0.0251613054591011,-0.087353321646244,-0.00220597182254656,0.0177643994871792,-0.0429252503312437,0.000797155741685041,-0.0211362401995905,-0.0606063592709304,-0.00667532898185264
-0.0256941055104394,-0.0434781533512099,0.0928561438719635,0.115696721101562,-0.038545403909878,-0.00166134806181906,-0.0493635906055163,0.00404877556708705,0.00907252833541961,-0.0416664535456226
-0.0284816418037379,-0.0278596765116091,0.0052290196772049,-0.0151916760096099,-0.0211799992622259,-0.0207984730795426,-0.0309881211637716,0.0470429507701742,-0.0249751377910713,-0.0462840492348202
0.00217218174828848,0.00452536231305922,-0.0156041929175473,0.00871843087470814,0.00772832157922942,-0.0331350711722076,0.0363008770045978,-0.0577663384243831,-0.0368855161474673,-0.0198527866493056
0.0162516493218861,-0.0045049756659592,-0.0369883366182436,-0.00465414586363966,-0.00230115772699713,0.0175754356822808,0.0216845787469011,-0.00272422887295987,0.00425561204295311,0.00225052564053607
0.012792507438089,-0.0105573090790546,-0.0205761031349457,-0.0106874462034269,-0.0130665185756912,-0.0241801205012576,-0.0253062188873474,-0.00136649434033775,-0.00105946597830098,0.00598781121830871
-0.00421043363251294,-0.0121948627072467,0.00140048802885273,0.00945247320719456,-0.00155798246236061,0.0230084965472321,-0.0108873808600003,-0.013679682276143,0.0243907829255041,-0.00967200711719862
-0.0295982814892297,0.00925849106458765,0.0419580692537855,0.00267627989744446,0.0163804934538878,0.0224916438072937,-0.0143951979449169,0.0083216940819808,-0.0207041280005029,-0.0187826117540429
-0.013072123083445,0.0129970458541127,-0.018791987836325,0.00133421234200659,-0.00613962327486528,-0.0431470079567219,-0.0335049507387868,-0.0385146946277489,0.025369486731323,-0.00229816396097837
0.00662266616038387,-0.0120752197804006,0.0369355489929475,-0.0113260783011486,0.000772513730085356,0.00353679841303522,0.0231114106447012,0.0228900330201935,0.00618585393580506,0.0230242448049875
0.0164475423819275,-0.0190985186876662,-0.0145118147893514,0.0424527627202136,-0.0092591182466536,0.0167397444967179,-0.0195566576045766,0.00699309858477415,-0.0368855161474673,-0.0247560402718937
-0.0140237888029706,-0.0140189069611866,0.0200801461807874,0.120232443497268,-0.0101247261146382,0.0129981117916633,0.00890493685796412,-0.0651594542339968,-0.0234041598126403,0.0199999623422684
-0.0229763780692797,0.00394937075040769,-0.0131238218140027,0.0271212025825656,-0.00157352122641263,-0.0273739547470212,-0.0123570570853232,-0.0269459085909906,-0.029411605430814,-0.00527894729099976
-0.00223916123329382,0.0102284642709736,-0.0265947984787861,-0.024157665197569,0.00394017303656491,0.0114334973394026,-0.0116168878698949,0.00615400160455537,0.00561108821458722,-0.00151604301985198
0.0213246305475132,0.019470373989154,0.0204914644592522,0.00460544154447895,-0.000785247124416966,0.0121743180500378,0.00452080040690395,0.0183487400071365,0.0267860359204306,-0.0334095119411534
0.0208787986491374,-0.00229226111214464,-0.00803248717025018,0.0126081351596716,0.00392734060559552,0.0034367382072964,0.00720007559145341,0.0135135340860248,-0.00108721101891718,-0.00785529875065849
0.00968837219727492,0.0107205028825996,-0.00809653083593054,0.00282881626932996,0.0414716901775136,0.0351026521270632,0,0.0266663729290035,0.0315566138795593,0.0372125109465529
-0.0117275245057069,-0.0181817201530859,-0.0285715257161455,0.0310392123635586,-0.00676191936915971,-0.0322589065771268,-0.00983036596084153,-0.00144257052607666,-0.0200424374842747,0.00458060330808707
-0.0141098627929404,-0.00987694411862805,-0.00549002855436687,0.0069399321378556,-0.0136153635283427,0.00649644542426242,-0.0346564665591366,-0.00346870118654097,-0.0275994356270098,-0.0235871355145678
0.0138304172201176,0.0221946566477917,0.0421357519023442,0.0141761322855063,0.00441692799614124,0.0111408520782492,0.0635752694746246,0.0301623599284992,-0.00549077935641529,0.00859151252618129
0.00155403707420754,0.0264697411580317,-0.005837739276361,-0.0395330423462935,0.0173464334141709,0.00752473296559764,0.0104079222467341,-0.00405353845529277,0.0418524556501789,0.014568479072965
-0.00965483038458159,-0.00784369917563854,0.00543733450171202,0.0183032175980644,-0.000119850872429939,-0.0110691714165823,0.0293707471008051,0.00248781508788309,-0.0338464572633622,0.0279867973359067
0.00522246536693927,-0.00598852202744538,0.00108160214039188,-0.0331429315950533,-0.0102080632378071,-0.00256246416707873,-0.00256924016484683,-0.00135426502552793,0.00583875403734768,-0.00603631499936541
0.025286102590391,0.0218101749398272,0.0339237499230542,0.017683290530957,0.0018206731700201,0.00324497160007109,0.00799866873968114,-0.0112939807556524,0.0189974915602558,0.00607297337966783
0.00371619528992984,-0.00542463502773516,-0.00522461590303347,0.0175550695945628,0.0256747219346953,0.00215645388666363,-0.00309340100227573,-0.00571181762720885,-0.0207146979390246,-0.0014200264589076
0.00976067915916801,0.00548258753082531,-0.013656210802002,0.0249866375982635,-0.0158227730342035,-0.00134519035633474,0.0144359857035812,0.00206827708829804,0.0157355493555711,-0.029753671778874
0.0101666271380227,0.00166008220787961,0.00404736723318067,-0.0240348552248187,0.0109180133257116,0.0101003665933044,-0.00385737476398851,-0.0098603048803525,0.00104446889678322,0.0136837730744339
-0.00775420236206581,0.0160945696195032,-0.0313958037226888,-0.0184054183394475,0.0193447050556155,-0.00173358634432841,0.00120248473855167,-0.00416839136879554,-0.00295652387109846,-0.00301317396060152
0.0113065741001561,-0.00116470517117773,0.04051667300432,0.025892528402226,0.00745157451524725,0.00160285623970879,0.00146629863379144,0.00302326556236321,0.0301714875030674,0.00314321576645238
-0.0141398352731106,-0.0113111300057842,-0.0073667843899422,-0.0100080392937424,-0.00612511883533873,0.0320002125608594,-0.00732348591365162,0.00301366322964358,0.0279326315530595,-0.0268735789634272
-0.00767198142518244,-0.0101422792617853,-0.0190843831539352,0.0118675630474279,0.00585829405153815,-0.00226815706506156,-0.0115351180840044,-0.00785880741437828,-0.00214085125489327,-0.0138701687482781
-0.0189914269533754,-0.0170378616403342,0.0371821566807229,0.0145962343219934,-0.00524147584887602,0.0259743542787596,0.00230646459575379,0.0279583718367651,-0.00726180999280501,-0.0192138704773829
